product_id,handle,title,sales_gbp_30d,demand_searches_mo,organic_sessions_30d,profit_margin,matched_condition,seo_priority
4417254064224,multi-colours-2m-plug-in-pendant-set-flex-cable-with-holder-3370,Multi Colours 2m Plug In Pendant Set Flex Cable With Holder ~3370,0.0,0,1,N/A (COGS pending),1,Low — flag for review
4417254162528,3-core-twisted-peach-vintage-electric-fabric-cable-flex-0-75mm,1M/5M/10M 3 Core Twisted Peach Vintage Electric fabric Cable Flex 0.75mm~3369,1.99,0,0,N/A (COGS pending),1,Low — flag for review
4417254293600,chrome-hook-ring-vintage-iron-ceiling-hook-for-pendants-fixtures-chandelier-hanging-light-holder,Black Shade Ring Iron Ceiling Pendants Fixtures Holder ~3366,2.07,170,0,N/A (COGS pending),6,Low
4417254424672,black-inexpensive-ceiling-light,Cheap Black Pendant Lights ~3365,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417254588512,industrial-ip67-waterproof-led-driver-12v-10w-aluminium,Industrial IP67 Waterproof LED Driver 12V 10W Aluminium~3364,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417254686816,waterproof-dc12v-ip67-15w-led-driver-power-supply-transformer,IP67 Waterproof DC 12V 15W LED Driver LED Power Supply Transformer ~3363,3.52,70,3,N/A (COGS pending),1,Low — flag for review
4417254785120,waterproof-dc12v-ip67-20w-led-driver-power-supply-transformer,Industrial 12V 20W IP67 Waterproof Slim LED Driver Transformer~ 3362,19.95,0,2,N/A (COGS pending),1,Low — flag for review
4417254850656,waterproof-dc12v-ip67-30w-led-driver-power-supply-transformer,IP67 Waterproof DC 12V 30W LED Driver LED Power Supply Transformer ~3361,185.89,70,2,N/A (COGS pending),1,Low — flag for review
4417254916192,waterproof-dc12v-ip67-25w-led-driver-power-supply-transformer,Transformer 12V DC LED Driver Power Supply~3360,0.0,8100,2,N/A (COGS pending),3,High
4417254981728,dc12v-36w-ip67-led-driver-power-supply-transformer-waterproof-for-led-strip,Slim Waterproof LED Driver IP67 12V 36W Aluminium~3359,0.0,0,2,N/A (COGS pending),1,Low — flag for review
4417255178336,waterproof-dc12v-ip67-45w-led-driver-power-supply-transformer,45W LED Driver 12V DC Transformer IP67~3357,17.4,10,3,N/A (COGS pending),1,Low — flag for review
4417255243872,waterproof-dc12v-ip67-50w-led-driver-power-supply-transformer,IP67 Waterproof 12v DC Power Supply~3356,0.0,50,0,N/A (COGS pending),1,Low — flag for review
4417255276640,waterproof-dc12v-ip67-5a-60w-led-driver-power-supply-transformer,IP67 Waterproof DC 12V 60W LED Driver LED Power Supply Transformer ~3355,31.77,70,0,N/A (COGS pending),1,Low — flag for review
4417255506016,waterproof-dc12v-ip67-300w-led-driver-power-supply-transformer,12V 300W IP67 Waterproof LED Driver Constant Voltage ~3354,632.62,20,2,N/A (COGS pending),1,Low — flag for review
4417255538784,led-driver-250w-waterproof-transformer,DC 12V 250W IP67 Waterproof LED Driver Transformer Power Supply,69.97,0,10,N/A (COGS pending),1,Low — flag for review
4417255604320,dc12v-400w-ip20-universal-regulated-switching-led-transformer,IP20 400W 33A  DC12V Constant Voltage LED Transformer~3352,0.0,50,0,N/A (COGS pending),1,Low — flag for review
4417255669856,dc12v-360w-ip20-universal-regulated-switching-led-transformer,Universal 12V 30A 360W Switching Power Supply 3 Way Regulated DC ~3351,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417255768160,dc12v-480w-ip20-universal-regulated-switching-led-transformer,LED Transformer 12V 480W Enclosed Switching Power Supply AC to DC~3350,0.0,8100,0,N/A (COGS pending),3,High
4417255800928,dc24v-ip67-30w-waterproof-led-driver-power-supply-transformer,IP67 DC24V 30W  LED Driver Power Supply Transformer~3349,0.0,70,2,N/A (COGS pending),1,Low — flag for review
4417255899232,dc24v-ip67-20w-waterproof-led-driver-power-supply-transformer,IP67 DC 24V 20W LED Driver Constant Voltage Power Supply Transformer~3348,7.91,70,2,N/A (COGS pending),1,Low — flag for review
4417255964768,dc12v-24w-ip20-small-universal-regulated-switching-power-supply,DC12V 24W IP20 Small Universal Regulated Switching Power Supply~3347,0.0,20,0,N/A (COGS pending),1,Low — flag for review
4417255997536,waterproof-dc12v-ip67-12-5a-150w-led-driver-power-supply-transformer,DC 12V 150W IP67 12.5A Waterproof LED Driver LED Power Supply Transformer ~3346,31.04,70,3,N/A (COGS pending),1,Low — flag for review
4417256095840,waterproof-dc12v-ip67-200w-led-driver-power-supply-transformer,IP67 Waterproof DC 12V 200W LED Driver LED Power Supply Transformer ~3345,0.0,70,0,N/A (COGS pending),1,Low — flag for review
4417256259680,dc12v-30w-ip20-universal-regulated-switching-led-transformer,DC12V 30W 2.5Amp IP20 Constant Voltage LED Transformer~3344,0.0,50,0,N/A (COGS pending),1,Low — flag for review
4417256325216,dc12v-40w-ip20-universal-regulated-switching-power-supply,IP20 DC12V 40W 3.3Amp Power Supply LED Transformer~3343,0.0,70,2,N/A (COGS pending),1,Low — flag for review
4417256390752,dc12v-60w-ip20-universal-regulated-switching-power-supply,AC 100/240V to DC12V 60W Regulated Switching Power Supply Driver ~3342,0.0,20,0,N/A (COGS pending),1,Low — flag for review
4417256456288,dc12v-80w-ip20-universal-regulated-switching-power-supply,AC 100/240V to DC12V 80W Regulated Switching Power Supply Driver   ~3341,0.0,20,10,N/A (COGS pending),1,Low — flag for review
4417256554592,dc12v-100w-ip20-universal-regulated-switching-power-supply,LED 100W 8.3A Power Supply 240V AC to 12V DC IP20 Transformer~3340,0.0,70,0,N/A (COGS pending),1,Low — flag for review
4417256652896,12v-led-150w-universal-regulated-led-transformer,DC 12V 150W 12.5A IP20 LED Driver Transformer Power Supply ~6431,22.14,0,0,N/A (COGS pending),1,Low — flag for review
4417256849504,dc12v-180w-ip20-universal-regulated-switching-led-transformer,12V 180W LED Transformer 15A AC to DC Switching Power Supply~3338,0.0,8100,0,N/A (COGS pending),3,High
4417256882272,12v-200w-led-power-supply,LED Transformer 12V DC 200W Slimline Industrial Power Supply~3337,0.0,8100,1,N/A (COGS pending),3,High
4417256980576,dc12v-240w-ip20-universal-regulated-switching-led-transformer,12V 240W LED Transformer 20A AC to DC Switching Power Supply~3336,0.0,8100,0,N/A (COGS pending),3,High
4417257013344,dc12v-300w-ip20-universal-regulated-switching-led-transformer,AC 100/240V to DC12V 300W Regulated Switching Power Supply Driver~3335,0.0,20,0,N/A (COGS pending),1,Low — flag for review
4417257078880,ip67-waterproof-dc-24v-150w-led-driver-led-power-supply-transformer,Industrial 24V 150W LED Driver Transformer IP67 Waterproof Enclosed~3334,67.26,0,2,N/A (COGS pending),1,Low — flag for review
4417257177184,3w-280mamp-dc-8-11v-compact-constant-current-led-driver,3W Constant Current LED Driver 280mA DC 8–11V Power Supply~3333,0.0,50,1,N/A (COGS pending),1,Low — flag for review
4417257209952,dc12v-60w-ip20-mini-universal-regulated-switching-led-transformer,12V 60W LED Transformer 5A Switching Power Supply AC to DC~3332,0.0,8100,0,N/A (COGS pending),3,High
4417257308256,dc12v-80w-ip20-mini-universal-regulated-switching-led-transformer,DC12V 80W IP20 Mini Universal 6.6A Switching LED Transformer~3331,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417257373792,dc12v-100w-ip20-mini-universal-regulated-switching-led-transformer,100W Universal LED Power Supply Transformer 12V DC Led Transformer~3330,0.0,70,0,N/A (COGS pending),1,Low — flag for review
4417257406560,dc12v-120w-ip20-mini-universal-regulated-switching-led-transformer,"Mini IP20 12V LED Transformer 120W, Universal Input (Indoor)~3329",0.0,90,0,N/A (COGS pending),1,Low — flag for review
4417257439328,dc12v-150w-ip20-mini-universal-regulated-switching-led-transformer,IP20 AC 110/220V to DC12V 150W Mini Switching Power Supply Driver ~3328,0.0,20,0,N/A (COGS pending),1,Low — flag for review
4417257570400,dc12v-180w-ip20-mini-universal-regulated-switching-led-transformer,DC12V Mini Universal15 Amp Transformer 180W for Led Lights~3327,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417257668704,dc12v-200w-ip20-mini-universal-regulated-switching-led-transformer,Mini 12V LED Transformer Universal for Flexible LED Strips~3326,0.0,90,0,N/A (COGS pending),1,Low — flag for review
4417257701472,dc12v-250w-ip20-mini-universal-regulated-switching-led-transformer,12V 250W Mini LED Transformer 20.8A Switching Power Supply~3325,0.0,90,0,N/A (COGS pending),1,Low — flag for review
4417257734240,dc12v-360w-ip20-mini-universal-regulated-switching-led-transformer,12V 360W Mini LED Transformer AC to DC Power Supply~3324,0.0,90,1,N/A (COGS pending),1,Low — flag for review
4417257767008,5w-280mamp-dc-14-19v-compact-constant-current-led-driver,5W DC 14-19V 280mAmp LED Driver Constant Current Transformer~3323,0.0,20,3,N/A (COGS pending),1,Low — flag for review
4417257799776,7w-280mamp-dc-20-27v-compact-constant-current-led-driver,7W Constant Current LED Driver 280mA DC 20-27V Power Supply~3322,0.0,50,2,N/A (COGS pending),1,Low — flag for review
4417257832544,9w-280mamp-dc-25-34v-compact-constant-current-led-driver,LED Driver DC 9W 25-34V Constant Current Low Voltage LED Transformer ~ 3321,0.0,210,0,N/A (COGS pending),6,Low
4417257898080,led-driver-dc-34-46v-12w-power-supply-transformer-quality-constant-driver,12W LED Driver 280mA Constant Current Power Supply 34-46V~ 3320,4.49,18100,4,N/A (COGS pending),3,High
4417257930848,18w-280mamp-dc-39v-68v-compact-constant-current-led-driver,DC50-91V 18-24W 280mA LED Light Lamp Driver Adapter Power Supply ~ 3319,13.71,0,4,N/A (COGS pending),1,Low — flag for review
4417257963616,1-3w-300ma-compact-constant-current-led-driver,1-3w DC 3V-12V 300mAmp LED Driver Constant Power Supply~3318,2.49,0,22,N/A (COGS pending),1,Low — flag for review
4417257996384,50v-91v-power-supply-compact-constant-current,24W LED Driver 30-40V DC Power Supplies ~3317,77.89,18100,12,N/A (COGS pending),3,High
4417258160224,4-7w-300ma-dc-12-25v-compact-constant-current-led-driver,LED Driver 12-26V 7W Constant Current 300mA Compact Transformer ~3316,0.0,0,3,N/A (COGS pending),1,Low — flag for review
4417258258528,led-driver-dc-25-36w-70-137v-constant-current-low-voltage-led-transformer,LED Driver DC 25-36W 70-137V Constant Current Low Voltage LED Transformer ~ 3315,0.0,210,10,N/A (COGS pending),6,Low
4417258324064,8-12w-300ma-dc-25-45v-compact-constant-current-led-driver,8-12w LED Driver DC 24–42V 300mAmp Constant Power Supply~3314,80.3,18100,20,N/A (COGS pending),3,High
4417258356832,18-25w-300ma-dc-54-87v-compact-constant-current-led-driver,18-25W DC 54-87V 300mA LED Driver Constant Power Supply ~3313,137.31,20,6,N/A (COGS pending),1,Low — flag for review
4417258389600,25-36w-300ma-dc-75-135v-compact-constant-current-led-driver,24–36w 300mAmp  DC 72–144V Constant Current LED Transformer~3312,11.98,20,12,N/A (COGS pending),1,Low — flag for review
4417258520672,50w-300ma-dc-120v-160v-compact-constant-current-led-driver,36-50W DC 108–200V 300mAmp  LED Power Supply Transformer~3310,0.0,70,13,N/A (COGS pending),1,Low — flag for review
4417258553440,dc-24v-480w-ip20-universal-regulated-switching-led-transformer,IP20 DC24V 480W Constant Voltage Power Supply Transformer~3309,0.0,70,0,N/A (COGS pending),1,Low — flag for review
4417258618976,dc-24v-400w-ip20-universal-regulated-switching-led-transformer,24V 400W 16.5A LED IP20 Regulated Switching Power Supply ~3308,0.0,20,0,N/A (COGS pending),1,Low — flag for review
4417258651744,dc-24v-240w-ip20-universal-regulated-switching-led-transformer,DC 24V IP20 240W 10A Constant Voltage LED Transformer~3307,31.17,50,0,N/A (COGS pending),1,Low — flag for review
4417258750048,dc24v-ip67-120w-waterproof-led-driver-power-supply-transformer,IP67 DC 24V 120W 5A LED Driver Constant Power Supply Transformer~3306,15.57,70,0,N/A (COGS pending),1,Low — flag for review
4417258848352,dc24v-ip67-100w-waterproof-led-driver-power-supply-transformer,24V 100W IP67 LED Driver Transformer Waterproof Constant Voltage Slim ~3305,820.83,10,3,N/A (COGS pending),1,Low — flag for review
4417258881120,dc24v-ip67-60w-waterproof-led-driver-power-supply-transformer,Professional IP67 Waterproof 24V DC Constant Voltage LED Driver~3304,47.96,30,2,N/A (COGS pending),1,Low — flag for review
4417258913888,dc24v-ip67-50w-waterproof-led-driver-power-supply-transformer,IP67 DC 24V 50W LED Driver Constant Voltage Power Supply Transformer ~3303,39.3,70,2,N/A (COGS pending),1,Low — flag for review
4417258946656,led-driver-48v-watts-power-supply-transformer,Industrial IP67 LED Driver Transformer 24V 45W~ 3302,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417259012192,waterproof-power-supply-led-driver-transformer,IP67 DC 24V 24W LED Driver Constant Voltage Power Supply Transformer~3301,30.36,70,0,N/A (COGS pending),1,Low — flag for review
4417259077728,led-strip-light-transformer-dc-24v-300w,24V 300W LED Transformer 12.5A Switching Power Supply~3300,0.0,8100,0,N/A (COGS pending),3,High
4417259110496,dc-24v-48w-ip20-universal-regulated-switching-led-transformer,48W 2A DC24V IP20 Constant Voltage power supply Transformer ~3299,0.0,70,2,N/A (COGS pending),1,Low — flag for review
4417259176032,dc-24v-72w-ip20-universal-regulated-switching-led-transformer,AC 110/220V to DC 24V IP20 72W 3A Regulated Switching Power Supply Driver Adapter ~3298,7.41,20,1,N/A (COGS pending),1,Low — flag for review
4417259241568,dc-24v-100w-ip20-universal-regulated-switching-led-transformer,AC 110/220V to DC 24V Regulated Switching Power Supply Driver ~3297,0.0,20,0,N/A (COGS pending),1,Low — flag for review
4417259307104,dc-24v-120w-ip20-universal-switching-led-transformer,LED Driver 110/220V to DC 24V Power Supply ~3296,0.0,18100,0,N/A (COGS pending),3,High
4417259339872,dc24v-ip67-10w-waterproof-led-driver-power-supply-transformer,IP67 DC 24V 10W LED Driver Constant Voltage Power Supply Transformer ~3295,41.87,70,3,N/A (COGS pending),1,Low — flag for review
4417259405408,dc-24v-360w-ip20-universal-regulated-switching-led-transformer,24V 360W LED Transformer AC to DC Regulated Power Supply~3294,0.0,8100,1,N/A (COGS pending),3,High
4417259438176,dc-24v-24w-ip20-universal-regulated-switching-led-transformer,24V 24W LED Transformer AC to DC Power Supply for LED Strips~3293,0.0,8100,0,N/A (COGS pending),3,High
4417259470944,dc-24v-200w-ip20-universal-regulated-switching-led-transformer,24V 200W 8.33A LED Driver LED Transformer AC to DC ~3292,68.71,0,1,N/A (COGS pending),1,Low — flag for review
4417259602016,18w-24w-280mamp-dc-50v-91v-waterproof-constant-current-led-transformer,DC 50-91V 18-24W 280mAmp Constant Current LED Transformer~3290,0.0,20,0,N/A (COGS pending),1,Low — flag for review
4417259634784,25-36w-280mamp-dc-70v-137v-waterproof-constant-current-led-transformer,25-36W 280mAmp DC 70V-137V Waterproof Constant Current LED Transformer~3289,0.0,20,0,N/A (COGS pending),1,Low — flag for review
4417259700320,dc-5v-10w-ip20-universal-regulated-switching-led-transformer,DC 5V AC 240V 10W LED Power Supply Transformer IP20 LED Driver~3288,11.65,70,0,N/A (COGS pending),1,Low — flag for review
4417259733088,dc-5v-30w-ip20-universal-regulated-switching-led-transformer,5V 30W LED Power Supply Transformer AC to DC Switching~3287,0.0,70,0,N/A (COGS pending),1,Low — flag for review
4417259896928,dc-5v-20w-ip20-universal-regulated-switching-led-transformer,5V 4A 20W AC to DC Switching Power Supply Converter~ 3286,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417260028000,12w-compact-led-driver-power-supply-transformers,LED Driver 12W AC 100V-240V to DC 12V 1A Constant Voltage Transformer~3285,0.0,50,0,N/A (COGS pending),1,Low — flag for review
4417260159072,dc-5v-50w-ip20-universal-regulated-switching-led-transformer,DC 5V 10A 50W Power Supply Switch AC 110V/220V Switching Converter ~ 3284,16.65,0,1,N/A (COGS pending),1,Low — flag for review
4417260224608,24w-compact-led-driver-ac-230v-to-dc12v-power-supply-transformer,LED Driver 24w AC 100-240V to DC 12V 2 Amp Constant Voltage Transformer~3283,0.0,50,5,N/A (COGS pending),1,Low — flag for review
4417260322912,36w-compact-led-driver-ac-230v-to-dc12v-power-supply-transformer,DC12V 36w LED Driver AC 240V for G4 MR11 MR16 Transformer~3282,0.0,0,1,N/A (COGS pending),1,Low — flag for review
4417260388448,dc-5v-100w-ip20-universal-regulated-switching-led-transformer,5V 100W LED Transformer Switching Power Supply Regulated 20A~3281,0.0,8100,0,N/A (COGS pending),3,High
4417260421216,18w-compact-led-driver-ac-230v-to-dc12v-power-supply-transformer,12V 18W 1.5A LED Driver Constant Voltage Power Supply ~3280,13.25,0,1,N/A (COGS pending),1,Low — flag for review
4417260486752,28w-compact-led-driver-ac-230v-to-dc12v-power-supply-transformer,28W Compact LED Driver AC 240V to DC12V Power Supply Transformer~3279,0.0,70,1,N/A (COGS pending),1,Low — flag for review
4417260519520,dc-5v-150w-ip20-universal-regulated-switching-led-transformer,5V 150W LED Transformer 30A Power Supply AC to DC~ 3278,0.0,8100,0,N/A (COGS pending),3,High
4417260748896,dc-5v-200w-ip20-universal-regulated-switching-led-transformer,5V 200W LED Transformer IP20 Regulated Power Supply~3277,0.0,8100,0,N/A (COGS pending),3,High
4417260814432,dc-5v-300w-ip20-universal-regulated-switching-led-transformer,DC 5V 60A 300W Power Supply Switch AC 110V/220V Switching Converter ~ 3276,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417260847200,48w-compact-led-driver-ac-230v-to-dc12v-power-supply-transformer,12V LED Power Supply 48W 4A 12v Led Driver Transformer ~3275,0.0,0,1,N/A (COGS pending),1,Low — flag for review
4417260912736,72w-compact-led-driver-ac-230v-to-dc12v-power-supply-transformer,LED Driver 6.3A 72W 12 Volt DC Transformer~3274,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417260978272,100w-led-driver-power-supply-transformer,12V 100W LED Driver Power Supply AC to DC for Strip Lights~3273,0.0,18100,0,N/A (COGS pending),3,High
4417261076576,20w-ultra-thin-led-driver-ac-230v-to-dc12v-power-supply-transformer,36W Ultra Thin LED Driver AC 230V to DC12V Power Supply Transformer~3272,0.0,70,0,N/A (COGS pending),1,Low — flag for review
4417261207648,60w-ultra-thin-led-driver-ac-230v-to-dc12v-power-supply-transformer,60W Ultra Thin LED Driver AC 230V to DC12V Power Supply Transformer~3270,0.0,70,0,N/A (COGS pending),1,Low — flag for review
4417261305952,dc12v-7w-led-driver-power-supply-transformer,12V 7W LED Driver Power Supply IP44 Constant Voltage Unit ~3268,0.0,18100,0,N/A (COGS pending),3,High
4417261437024,12w-dc12v-constant-current-led-driver-power-supply-transformer,12W DC12V LED Driver Power Supply Transformer~3267,0.0,70,0,N/A (COGS pending),1,Low — flag for review
4417261535328,dc12v-15w-ip20-small-universal-regulated-switching-power-supply,Slimline 12V DC Switching Power Supply LED Driver 15W 25W IP20~3266,0.0,20,1,N/A (COGS pending),1,Low — flag for review
4417261633632,dc12v-15w-led-driver-power-supply-transformer,12V LED Driver Power Supply 15W – Reliable Transformer for LED Strips ~3265,0.0,0,3,N/A (COGS pending),1,Low — flag for review
4417261666400,dc12v-35w-led-driver-power-supply-transformer,DC 12V 35W LED Driver Power Supply IP44 Ac 100-240V Transformer  ~3264,0.0,70,0,N/A (COGS pending),1,Low — flag for review
4417261731936,dc12v-60w-led-driver-power-supply-transformer,DC 5A 12V 60W LED Driver Power Supply IP44 Ac 100-240V Transformer ~ 3263,0.0,70,2,N/A (COGS pending),1,Low — flag for review
4417261830240,brushed-copper-pendant-fitting-light-kit,Hemp Pendant Light With E27 Copper Holder~3262,0.0,20,0,N/A (COGS pending),1,Low — flag for review
4417261863008,robe-wire-cage-hanging-lamp-shade-pendant,Vintage Robe Cage Pendant lamp Set~3261,0.0,90,0,N/A (COGS pending),1,Low — flag for review
4417261928544,vintage-copper-pendant-light-lamp-chandelier-set,Vintage Copper Pendant Light Lamp Set~3260,0.0,20,0,N/A (COGS pending),1,Low — flag for review
4417262125152,vintage-green-brass-pendant-light-lamp-set,Vintage Green Brass Pendant Lamp Set~3258,9.57,20,1,N/A (COGS pending),1,Low — flag for review
4417262223456,e27-ceiling-rose-light-braided-fabric-flex-green-brass-pendant-lamp,Industrial Vintage 1m adjustable Green Pendant Lamp Brass cable ~3257,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417262256224,gold-round-silk-braided-vintage-fabric-coloured-lighting-cable-flex-2-core-0-75mm,2 Core Round Gold Fabric Lighting Cable-0.75mm 1m/5m /10m~1672,0.0,0,1,N/A (COGS pending),1,Low — flag for review
4417262354528,vintage-e27-black-pendant-light-set,Black Vintage E27 Pendant Light Set~3255,0.0,20,0,N/A (COGS pending),1,Low — flag for review
4417262452832,2-core-round-vintage-braided-fabric-rose-gold-coloured-cable-flex-0-75mm,Rose Gold Vintage 2 Core Round Braided Fabric Cable –0.75mm~3227,9.66,0,0,N/A (COGS pending),1,Low — flag for review
4417262518368,2core-round-vintage-braided-fabric-light-gold-colour-cable-flex-0-75mm,1m/5m/10m 2core Round Vintage Braided Fabric Light Gold Colour Cable Flex 0.75mm~3229,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417262551136,2core-round-vintage-braided-fabric-light-gold-colour-cable-flex-0-75mm-black,2 Core Round Black Fabric Lamp Cord Cable 1m/ 5m/ 10m~3228,30.07,20,3,N/A (COGS pending),1,Low — flag for review
4417262649440,2-core-round-vintage-braided-fabric-white-coloured-cable-flex-0-75mm,1m/5m/10m 2 Core Round Vintage Braided Fabric White Coloured Cable 0.75mm~4746,-2.16,0,0,N/A (COGS pending),1,Low — flag for review
4417262780512,vintage-g95-antique-e27-60w-globe-retro-industrial-bulb,Vintage LED Filament E27 Bulb G95 8W Globe Amber Glass Screw Light Bulb ~3249,68.06,0,0,N/A (COGS pending),1,Low — flag for review
4417263173728,vintage-g80-industrial-e27-60w-globe-filament-bulb,E27 G80 60W DimmableGlobe Industrial Vintage Filament Bulb~3245,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417263239264,vintage-electrical-fabric-cable-pink-round-cotton-cord-decorative-light,1m/5m/10m 2 Core 8A Round Rose Pink Fabric Lamp Cord Cable~3244,1.04,20,3,N/A (COGS pending),1,Low — flag for review
4417263272032,2-core-round-vintage-braided-fabric-dark-brown-cable-flex-0-75mm,Dark Brown 2 Core Round Fabric Lamp Cord -0.75mm~4685,40.84,0,0,N/A (COGS pending),1,Low — flag for review
4417263403104,2-core-round-vintage-braided-fabric-brown-cable-flex-0-75mm,1m/5m/10m 2 Core Brown Round Fabric Electric Cable for Pendant Lights~4695,8.49,40,0,N/A (COGS pending),1,Low — flag for review
4417263468640,2-core-round-vintage-braided-fabric-yellow-cable-flex-0-75mm,Yellow Vintage 2 Core Round Braided Fabric Cable –0.75mm~3246,2.16,0,0,N/A (COGS pending),1,Low — flag for review
4417263632480,vintage-st64-e27-60w-industrial-filament-bulb,Vintage ST64 LED Filament Bulb E27 4W 2700K Warm White~3239,140.9,140,2,N/A (COGS pending),6,Low
4417263763552,vintage-t185-e27-60w-dimmable-filament-light-bulb,E27 T185 60W Dimmable Vintage Filament Dimmable Light Bulb~3237,0.0,0,1,N/A (COGS pending),1,Low — flag for review
4417263829088,vintage-t130-e27-60w-dimmable-filament-light-bulb,T130 Bulb 60W E27 Dimmable Filament Vintage Light Bulb~3236,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417263992928,vintage-t130-b22-60w-dimmable-filament-light-bulb,B22 60W T130 Dimmable Filament Vintage Light Bulb~3235,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417264320608,3-way-ceiling-light-fitting,Vintage Ceiling Pendant Lights Industrial Metal Cage 3Way LED Hanging Retro Lamp~5101,0.0,260,0,N/A (COGS pending),6,Low
4417264418912,vintage-t45-incandescent-e27-60w-dimmable-filament-light-bulb,T45 E27 60W Dimmable Filament Dimmable Incandescent Bulb~3232,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417264517216,vintage-t45-incandescent-b22-60w-dimmable-filament-light-bulb,B22 Light Bulb T45 60W Dimmable Filament Style ~3231,0.0,12100,2,N/A (COGS pending),3,High
4417264746592,2-core-round-vintage-braided-fabric-blue-cable-flex-0-75mm,Blue Vintage 2 Core Round Braided Fabric Cable–0.75mm~3222,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417264812128,green-round-fabric-flex-2-core-braided-cloth-cable-lighting-wire,2 Core 1m/5m/10m Green Round Fabric Lighting Decorative Cable~4711,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417264877664,round-lighting-cable-baby-pink-braided-fabric-ledsone,Baby Pink 2 Core Twisted Vintage Braided Fabric Cable –0.75mm~4692,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417265041504,braided-round-fabric-cable-2-core-fabric-flex-purple,2 Core Round Braided Purple Fabric Lighting Cable 1m/5m/10m~4729,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417265172576,vintage-led-a60-e27-4w-light-bulb,4W Dimmable A60 E27 LED Light Bulb Classic Vintage Style~3224,0.0,12100,1,N/A (COGS pending),3,High
4417265238112,vintage-led-a60-classic-filament-e27-6w-light-bulb,Dimmable A60 E27 6W Led Bulb Vintage Filament design~3223,0.0,0,0,N/A (COGS pending),1,Low — flag for review
4417265467488,vintage-c35-e14-2w-bent-tip-candle-led-flame-light-bulb,2w Led Small Edison Screw Candle Bulb Dimmable ~3221,29.92,20,4,N/A (COGS pending),1,Low — flag for review
