staff_name,department,store,shopify_product_id,shopify_product_gid,product_title,product_handle,product_url,product_status,variant_count,variant_ids,variant_gids,skus,collection_count,collection_ids,collection_handles,collection_titles,collection_urls,ownership_method,primary_source,source_updated_at,extracted_at,included_in_current_sales_scope,exclusion_reason
Dilaksi,SEO,ledsone.co.uk,15299983180162,gid://shopify/Product/15299983180162,Hanging Pendant Light Easy To Install With Plenty Of Chain  ~6731,hanging-pendant-light-with-chain,https://ledsone.co.uk/products/hanging-pendant-light-with-chain,ACTIVE,10,56503262740866|56503262773634|56503262806402|56503262839170|56503262871938|56503262904706|56503262937474|56503262970242|56503263003010|56503263035778,gid://shopify/ProductVariant/56503262740866|gid://shopify/ProductVariant/56503262773634|gid://shopify/ProductVariant/56503262806402|gid://shopify/ProductVariant/56503262839170|gid://shopify/ProductVariant/56503262871938|gid://shopify/ProductVariant/56503262904706|gid://shopify/ProductVariant/56503262937474|gid://shopify/ProductVariant/56503262970242|gid://shopify/ProductVariant/56503263003010|gid://shopify/ProductVariant/56503263035778,PHCD1PBRBW+LSCY290GY|PHCT1WHRWH+PHDO1PWRWH+LSCY290WH|PHCD1PBRBW+LSCY290CB|PHCD1PBRBW+LSCY290NB|PHCD1PBRBW+LSCY290OR|PHCD1PBRBW+LSCY290BI|PHCD1PBRBW+LSCY290YE|PHCD1PBRBW+LSCY290GR|PHCD1PBRBW+LSCY290BL|PHCD1PBRBW+LSCY290RE,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15299417997698,gid://shopify/Product/15299417997698,Drop Ceiling Lights 4 Arm Hook Swag Light E27 ~6724,4-drop-ceiling-lights,https://ledsone.co.uk/products/4-drop-ceiling-lights,ACTIVE,7,56501733425538|56501733458306|56501733491074|56501733523842|56501733556610|56501733589378|56501733622146,gid://shopify/ProductVariant/56501733425538|gid://shopify/ProductVariant/56501733458306|gid://shopify/ProductVariant/56501733491074|gid://shopify/ProductVariant/56501733523842|gid://shopify/ProductVariant/56501733556610|gid://shopify/ProductVariant/56501733589378|gid://shopify/ProductVariant/56501733622146,ENC5557|ENC5561|ENC5563|ENC5567|ENC5571|ENC5575|ENC5577,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15299416818050,gid://shopify/Product/15299416818050,4 Bulb Octopus Ceiling Light E27 2M Long ~6730,4-bulb-octopus-light,https://ledsone.co.uk/products/4-bulb-octopus-light,ACTIVE,6,56501725692290|56501725725058|56501725757826|56501725790594|56501725823362|56501725888898,gid://shopify/ProductVariant/56501725692290|gid://shopify/ProductVariant/56501725725058|gid://shopify/ProductVariant/56501725757826|gid://shopify/ProductVariant/56501725790594|gid://shopify/ProductVariant/56501725823362|gid://shopify/ProductVariant/56501725888898,ENC5553|ENC5555|ENC5559|ENC5565|ENC5569|ENC5573,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15287119020418,gid://shopify/Product/15287119020418,Modern Clear Glass Pendant Light with Black Metal Ceiling Rose ~6699,modern-clear-glass-pendant-light-with-black-metal-ceiling-rose-6699,https://ledsone.co.uk/products/modern-clear-glass-pendant-light-with-black-metal-ceiling-rose-6699,ACTIVE,1,56434342560130,gid://shopify/ProductVariant/56434342560130,CRSF100BM+PHTC1PBRBM+LSGL9015CL,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15280019800450,gid://shopify/Product/15280019800450,Vintage Industrial Black Cage Pendant Light | E27 Bulb Included ~6677,vintage-style-ribbed-glass-ceiling-light-shade,https://ledsone.co.uk/products/vintage-style-ribbed-glass-ceiling-light-shade,ACTIVE,1,56414337270146,gid://shopify/ProductVariant/56414337270146,ENC9492,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15280014459266,gid://shopify/Product/15280014459266,Industrial Pendant Light | Matte Black Metal Dome Ceiling Shade ~6676,black-pendant-light-vintage-industrial-ceiling-fitting,https://ledsone.co.uk/products/black-pendant-light-vintage-industrial-ceiling-fitting,ACTIVE,1,56414330126722,gid://shopify/ProductVariant/56414330126722,ENC9491,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15279888728450,gid://shopify/Product/15279888728450,9-Light Spider Pendant Chandelier | E27 Industrial Lighting ~6668,chandelier-spider-pendant-light,https://ledsone.co.uk/products/chandelier-spider-pendant-light,ACTIVE,2,56413669785986|56413669818754,gid://shopify/ProductVariant/56413669785986|gid://shopify/ProductVariant/56413669818754,ENC3735|ENC3734,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15279214625154,gid://shopify/Product/15279214625154,Tack Pendant Lamp Above Counter W50cm ~6614,track-pendant-lamp,https://ledsone.co.uk/products/track-pendant-lamp,ACTIVE,2,56410700022146|56410700054914,gid://shopify/ProductVariant/56410700022146|gid://shopify/ProductVariant/56410700054914,ENC5040|ENC5039,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15277921960322,gid://shopify/Product/15277921960322,Vintage Glass Pendant Light Globe ~6605,pendant-light-with-glass-shade,https://ledsone.co.uk/products/pendant-light-with-glass-shade,ACTIVE,2,56405031453058|56405031485826,gid://shopify/ProductVariant/56405031453058|gid://shopify/ProductVariant/56405031485826,ENC2080|PHSG1PBRYB+SCRN70BM+LSGG200AR,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15276425445762,gid://shopify/Product/15276425445762,3 Pendant Lights Over Dining Table 2M Height Adjustable ~6604,3-pendant-lights-over-dining-table-1,https://ledsone.co.uk/products/3-pendant-lights-over-dining-table-1,ACTIVE,2,56398332789122|56398332821890,gid://shopify/ProductVariant/56398332789122|gid://shopify/ProductVariant/56398332821890,ENC4730|ENC4731,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15274724262274,gid://shopify/Product/15274724262274,Industrial Metal Ceiling Light Wire Cage Adjustable Hanging Lamp ~6599,industrial-metal-pendant-ceiling-light-wire-cage-adjustable-hanging-retro-lamp-6599,https://ledsone.co.uk/products/industrial-metal-pendant-ceiling-light-wire-cage-adjustable-hanging-retro-lamp-6599,DRAFT,2,56392170733954|56392170766722,gid://shopify/ProductVariant/56392170733954|gid://shopify/ProductVariant/56392170766722,ENC1639|CRFF500BM+PHSH1PBRBM3PK+WCNCBM3PK,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15273126461826,gid://shopify/Product/15273126461826,Vintage Metal Pendant Light Fixture - Curvy Ceiling Lamp (Pack of 3) ~6616,vintage-grey-metal-pendant-light-set-3-pack,https://ledsone.co.uk/products/vintage-grey-metal-pendant-light-set-3-pack,DRAFT,12,56384752189826|56411292893570|56384752222594|56411292926338|56384752255362|56411292959106|56384752288130|56411292991874|56384752320898|56411293024642|56384752353666|56411293057410,gid://shopify/ProductVariant/56384752189826|gid://shopify/ProductVariant/56411292893570|gid://shopify/ProductVariant/56384752222594|gid://shopify/ProductVariant/56411292926338|gid://shopify/ProductVariant/56384752255362|gid://shopify/ProductVariant/56411292959106|gid://shopify/ProductVariant/56384752288130|gid://shopify/ProductVariant/56411292991874|gid://shopify/ProductVariant/56384752320898|gid://shopify/ProductVariant/56411293024642|gid://shopify/ProductVariant/56384752353666|gid://shopify/ProductVariant/56411293057410,ENC7641|ENC7722|ENC7642|ENC7723|ENC7645|ENC7726|ENC7646|ENC7727|ENC7647|ENC7728|ENC7648|ENC7729,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15272480702850,gid://shopify/Product/15272480702850,4m Plug-in Pendant Swag Lamp with  On Off Switch ~6637,plug-in-pendant-swag-lamp-with-switch,https://ledsone.co.uk/products/plug-in-pendant-swag-lamp-with-switch,ACTIVE,6,56381749199234|56381749232002|56381752148354|56381752181122|56381752213890|56381752246658,gid://shopify/ProductVariant/56381749199234|gid://shopify/ProductVariant/56381749232002|gid://shopify/ProductVariant/56381752148354|gid://shopify/ProductVariant/56381752181122|gid://shopify/ProductVariant/56381752213890|gid://shopify/ProductVariant/56381752246658,PSHYOS4BRBM+SPUPBM+LSDO210BG|PSHYOS4BRBM+SPUPBM+LSDO210BM|PSHYOS4BRBM+SPUPBM+LSDO210YE|PSHYOS4BRBM+SPUPBM+LSDO210RR|PSHYOS4BRBM+SPUPBM+LSDO210BC|PSHYOS4BRBM+SPUPBM+LSDO210BS,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15270960234882,gid://shopify/Product/15270960234882,5 Light Octopus Pendant Light Spider Lamp ~6580,5-light-octopus-pendant-light-spider-lamp,https://ledsone.co.uk/products/5-light-octopus-pendant-light-spider-lamp,ACTIVE,1,56371919716738,gid://shopify/ProductVariant/56371919716738,ENC4037,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15270947815810,gid://shopify/Product/15270947815810,40cm Large Black Pendant Light With Chain ~6579,black-pendant-light-with-chain,https://ledsone.co.uk/products/black-pendant-light-with-chain,ACTIVE,2,56371852312962|56371852345730,gid://shopify/ProductVariant/56371852312962|gid://shopify/ProductVariant/56371852345730,PHBAF1BMRBM+LSDO400BI+ICST64E27|PHBAF1BMRBM+LSDO400BI,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15270379422082,gid://shopify/Product/15270379422082,3 Lights Black Metal Cage Hanging Fixture with Adjustable 1m Cable ~6577,caged-hanging-pendant-3-lights,https://ledsone.co.uk/products/caged-hanging-pendant-3-lights,ACTIVE,1,56368141271426,gid://shopify/ProductVariant/56368141271426,CRSF2003BM+PHTT1PBR5BM3PK+WCCEBM3PK_P,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15270340952450,gid://shopify/Product/15270340952450,Cascade Trio Ceiling Pendant Light Adjustable Metal E27 ~6576,3-cluster-pendant-light,https://ledsone.co.uk/products/3-cluster-pendant-light,ACTIVE,2,56368008233346|56368083698050,gid://shopify/ProductVariant/56368008233346|gid://shopify/ProductVariant/56368083698050,CRSF2003BM+WCFS1SEBM3PK|CRSF2003BM+WCFS1SEBM3PK+ICST64E273PK,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15270003573122,gid://shopify/Product/15270003573122,Industrial LED Ceiling Light Fixture ~6612,industrial-led-ceiling-light-fixture-2,https://ledsone.co.uk/products/industrial-led-ceiling-light-fixture-2,DRAFT,13,56364612256130|56364612288898|56364612321666|56364612354434|56364612387202|56364612419970|56364612452738|56364612485506|56364612518274|56364612551042|56364612583810|56364612616578|56364612649346,gid://shopify/ProductVariant/56364612256130|gid://shopify/ProductVariant/56364612288898|gid://shopify/ProductVariant/56364612321666|gid://shopify/ProductVariant/56364612354434|gid://shopify/ProductVariant/56364612387202|gid://shopify/ProductVariant/56364612419970|gid://shopify/ProductVariant/56364612452738|gid://shopify/ProductVariant/56364612485506|gid://shopify/ProductVariant/56364612518274|gid://shopify/ProductVariant/56364612551042|gid://shopify/ProductVariant/56364612583810|gid://shopify/ProductVariant/56364612616578|gid://shopify/ProductVariant/56364612649346,ENC9363|ENC9361|ENC9359|ENC9357|ENC9380|ENC9378|ENC9376|ENC9374|ENC9372|ENC9355|ENC9370|ENC9352|ENC9350,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15269981028738,gid://shopify/Product/15269981028738,Vintage Wire Cage Pendant Light | Adjustable E27 Lamp ~6587,adjustable-vintage-wire-cage-pendant-light,https://ledsone.co.uk/products/adjustable-vintage-wire-cage-pendant-light,ACTIVE,4,56364337037698|56364337070466|56395552031106|56395552063874,gid://shopify/ProductVariant/56364337037698|gid://shopify/ProductVariant/56364337070466|gid://shopify/ProductVariant/56395552031106|gid://shopify/ProductVariant/56395552063874,CRSF100BM+PHHT1PBRBM+SCRN70BM+WCBV62BM|CRSF100BM+PHHT1PBRFG+WCBNFG|ENC4328|CRSF100BM+PHHT1PBRFG+WCBNFG+LDMT130E274,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
Dilaksi,SEO,ledsone.co.uk,15269520966018,gid://shopify/Product/15269520966018,White Crackle Glass Scalloped Pendant Light 27 ~6634,pendant-light-glass,https://ledsone.co.uk/products/pendant-light-glass,ACTIVE,1,56361147007362,gid://shopify/ProductVariant/56361147007362,PHSF1GDTYB+LSGLWS180YC,1,MISSING_FROM_DB,pendant-lights,Top Pendant Lights & Hanging Lights,https://ledsone.co.uk/collections/pendant-lights,Live Shopify collection membership (24 collections explicitly designated as Dilaksi's SEO product scope by the user),"Shopify Admin GraphQL collectionByHandle query, live, 2026-07-17",2026-07-17,2026-07-17T03:53:04.150Z,true,
